"id","default"
83086,0.536453918921069
322623,1.66816312553254e-12
295605,0.135372526102655
368396,0.123770408047606
49445,0.174602019249333
23942,1.78733845958298e-12
46241,0.119735170361285
360888,2.86092076349953e-12
124782,0.154831412394146
155146,0.177077351132101
32233,5.99786470439137e-12
11102,0.0505219638357757
168924,0.243175907858039
233435,0.164759906759737
23158,0.323688364638108
184762,1
310462,0.280464557678393
187267,0.999999999998845
100000,0.189882383463486
221392,0.315439833546721
277067,1
200065,0.110524124448094
135237,0.256422859315637
116511,2.25516887442016e-12
321082,2.22044604925031e-16
197280,0.999999999998922
270993,0.320352371568233
332062,0.0691911878378754
48694,2.77409988921271e-12
210971,2.97711144914996e-12
184802,1.13867260012102e-11
78693,2.68366826909051e-12
198430,0.396037248970265
369003,2.22044604925031e-16
212263,0.214336197256854
81246,0.243958388561368
270473,0.281562286972541
270117,0.336717560185258
350633,0.999999995775783
144242,0.285525809526623
180403,1
206206,0.305753626389644
25999,0.0508850767757425
51920,0.125424935000841
34381,2.22044604925031e-16
79227,7.76197826767468e-13
90920,0.240698313168294
167413,0.347968157498891
347787,0.176346675231442
297826,0.382953675412635
173583,0.179962533137289
79843,2.30437597362567e-12
261052,2.20895332293508e-12
266824,1.90577479891048e-12
144252,1.53488979573946e-11
335493,0.412185789344514
365451,2.22044604925031e-16
204785,1.00987870512929e-12
314224,0.999999999998159
357498,0.125104571724139
87067,1.5222074732848e-12
162044,0.999999991965444
10936,0.999999999997811
199313,0.313425179600714
112839,0.190023190192604
295888,0.0990785152732444
87438,0.322705813247382
225261,0.306053288700876
204490,0.228551110592929
78924,1.56990940051225e-12
395831,0.298301097034956
80426,0.28451411101767
291171,1.36921845805204e-12
258444,0.162223833077761
140876,0.295923274154806
222571,8.82013251500946e-13
5820,2.22044604925031e-16
251139,0.215555839568518
49616,0.287917713894783
273404,0.99999998646285
275213,0.151782780565829
13908,0.344558900414707
323460,0.296944090182859
272962,3.62858225702927e-12
244342,0.999999999998466
199027,4.10551076304682e-12
295317,0.0563224778357748
241178,0.132462874604341
192906,0.561610186396914
4786,1.52591972594162e-12
107339,0.999999999998926
24854,8.23833117152673e-12
271877,2.0526040554136e-12
101427,5.37582943574875e-12
389275,0.370301377844163
11580,0.216911294784737
176359,0.999999999998005
131994,0.224626422605301
333532,2.22525626920427e-12
301757,2.22044604925031e-16
348196,9.11991920504443e-12
60797,1.75656903833442e-12
308127,0.101955112161264
219757,2.22044604925031e-16
166724,4.46352096647397e-12
332661,3.55320843378175e-12
310805,0.175847454318768
160299,0.186033661618883
311805,2.79029111505269e-12
346633,0.262060096058253
232215,0.099159746189925
100853,2.53304347162495e-12
376425,0.365454138124596
271891,2.22044604925031e-16
338185,2.22044604925031e-16
58094,0.487452081243533
277657,3.14215641997002e-12
156049,1
268573,0.24729705811038
215614,0.281530512996748
318421,0.131321831815421
66268,9.94704076621295e-13
36058,0.634988779463259
204900,0.068182525470563
113195,0.0593927474062283
100748,1.89229202587241e-12
288958,0.0866529438656426
65812,0.10693809073649
309391,2.22044604925031e-16
258035,0.316207317663381
270255,3.16488747650168e-12
43859,2.5999694848819e-12
320899,1.04877815778374e-12
34396,1
81120,0.194924130406708
109015,2.22044604925031e-16
243587,5.45874306328391e-12
202384,0.287901459764257
134890,0.207176348597487
218773,3.04024358647969e-12
120539,0.105684862579007
336867,0.480844501618874
345279,0.0406617104361018
11770,2.22044604925031e-16
315069,0.116913464359127
375162,1.57858893982014e-12
296175,0.0998488196655057
289847,0.359248866626383
257948,2.22044604925031e-16
391212,0.140146818238195
184528,2.77523471021619e-12
329048,1.89110999955007e-12
191568,1
390144,0.137157496597389
118012,0.271311373308394
14925,0.999999995148559
7194,0.253467999370517
88350,0.127064701668034
361017,1.00356699066672e-12
13736,0.357513603296375
338684,3.13287105772571e-12
114321,0.258843312561252
9484,8.55301485705206e-12
157232,2.22044604925031e-16
64277,2.22044604925031e-16
197879,1.99085536031885e-12
269663,2.22044604925031e-16
38800,0.999999999998386
298907,0.209113563695226
143207,0.23359613037434
305556,0.134132848429821
334978,0.310162954498489
115510,1.39156079555703e-12
229743,0.202260965682407
179423,0.272154367440517
17328,0.228841432327369
260823,8.03605220989733e-12
349155,0.446761718766048
139521,0.1778736079643
281916,0.305001263277333
25856,2.95296872895161e-12
222236,0.999999987135346
373584,0.163120611074653
176645,0.0510640352924031
275371,0.227696690008493
389004,2.22358081054209e-12
287204,0.175021019265507
46392,0.349190219941587
377030,0.332505201052714
33566,0.266829079668074
83341,0.40659020826602
77131,1
322024,0.276209587825849
249767,2.22044604925031e-16
227575,0.301020243692166
172022,0.0960202527099766
380140,0.529723836651546
286273,2.48365449697958e-12
185537,0.99999999999463
305700,0.411977520510838
367183,2.22044604925031e-16
52735,2.22044604925031e-16
98042,0.226396706871262
66450,0.999999988411999
92495,0.197192878557182
142117,0.321347796725992
316694,2.22044604925031e-16
307691,0.262841633431112
300358,0.4326992356191
377122,2.22044604925031e-16
314154,0.188759417945324
155625,0.219458902495172
232355,0.999999982588585
249820,0.284167806854606
76696,0.0677786873534096
201988,0.292962662220082
26577,0.132007553507584
248223,0.278721024634047
94590,0.243836220256296
325159,0.141023507653726
307551,0.217871750596487
200946,0.371926057802716
194106,7.3942155609336e-13
125612,2.44734738022734e-12
195315,0.387657571812141
172365,0.0978303930449407
367698,0.334122285257171
14912,2.22044604925031e-16
197268,2.22044604925031e-16
308845,1.59494479397811e-12
360691,0.478793007565823
119357,0.13340115650431
33174,2.22044604925031e-16
310425,0.172809241977242
178353,0.99999999999637
395386,0.241291160133868
336839,0.2919777012951
227965,2.79530577316074e-12
170875,4.12040074247591e-12
238481,0.176157516249341
118946,0.139036738097918
375524,0.501763665994392
56702,0.140276626888331
204337,0.0899808561815728
238155,0.130833352856402
230294,7.08047121455442e-12
156485,0.244991603211367
197557,5.51232911402095e-12
146848,2.49343387553667e-12
208542,2.22044604925031e-16
156316,1.35421310984826e-12
246029,2.22044604925031e-16
179538,0.169086466255936
117335,0.999999992693234
76624,0.184124235185145
223961,5.81523521937016e-12
72391,7.86751637717737e-12
393918,0.201831707509886
36778,0.999999999997716
343689,2.22044604925031e-16
233419,0.999999999999394
53171,7.81623798606458e-12
311803,0.16500497576309
235922,0.0619186229087051
51965,0.247473846804348
44553,0.258077153476763
362587,1.09978375046508e-12
129128,0.108308512724389
364585,0.0803836521000742
266582,0.185019066708288
246804,2.22044604925031e-16
