"id","default"
83086,0.533009473554463
322623,1.92929083383066e-09
295605,0.151696327600442
368396,0.135979528560181
49445,0.198169257021212
23942,1.59262805627066e-09
46241,0.132230809773159
360888,2.88337762286736e-09
124782,0.171544364408309
155146,0.16317427314015
32233,5.28847762197785e-09
11102,0.0548922445135795
168924,0.2448222240818
233435,0.169989238146534
23158,0.34146295886149
184762,0.9999999960283
310462,0.280246129828426
187267,0.999999997854146
100000,0.176360364217968
221392,0.319908987631285
277067,0.999999998310127
200065,0.110798430144905
135237,0.266778730009047
116511,2.10294303021892e-09
321082,2.67605359104321e-09
197280,0.999999997988864
270993,0.320528409024725
332062,0.0869852961181602
48694,2.2731256816221e-09
210971,3.10543365080651e-09
184802,9.57985326220664e-09
78693,3.87029199235853e-09
198430,0.390295429597419
369003,3.88639975584671e-09
212263,0.225751891476984
81246,0.232476091605767
270473,0.246505692735942
270117,0.304179693918322
350633,0.99999999878159
144242,0.290262481449641
180403,0.999999997723122
206206,0.302966449971357
25999,0.060573152011859
51920,0.13083618909409
34381,2.54965340332512e-09
79227,8.69111458523848e-10
90920,0.234676434372301
167413,0.333193267286562
347787,0.179677099257025
297826,0.389163607243093
173583,0.182876681402858
79843,2.11526458992128e-09
261052,1.77790351852687e-09
266824,1.92498607965361e-09
144252,1.32158542458228e-08
335493,0.385848590381005
365451,5.36240312705202e-09
204785,1.10454024638834e-09
314224,0.999999996935113
357498,0.117657750916494
87067,1.5088828045328e-09
162044,0.999999997306002
10936,0.999999996519518
199313,0.359132216933574
112839,0.185525567486684
295888,0.120200683418452
87438,0.317961995855151
225261,0.320601275754402
204490,0.238093474761206
78924,1.42220703902e-09
395831,0.347885639096796
80426,0.306146382292689
291171,1.20897100670185e-09
258444,0.164916912860803
140876,0.285793494116548
222571,8.89842259101938e-10
5820,2.11719603352557e-09
251139,0.226674539446925
49616,0.284520562173713
273404,0.999999995213143
275213,0.15017106557371
13908,0.321081586873099
323460,0.31813663826006
272962,3.53744870533473e-09
244342,0.999999997630691
199027,3.8216894909872e-09
295317,0.0494299654640519
241178,0.14886866160093
192906,0.542739188722662
4786,1.53637927057116e-09
107339,0.99999999784607
24854,7.77629776840891e-09
271877,2.37240205477334e-09
101427,5.12751353319313e-09
389275,0.365299899508493
11580,0.212961071595378
176359,0.999999996434748
131994,0.209419366767723
333532,2.01143510089315e-09
301757,1.49248163715873e-09
348196,8.39931113706264e-09
60797,1.49244209181153e-09
308127,0.108567873647175
219757,5.97222373181185e-09
166724,3.85687153656264e-09
332661,3.466955142075e-09
310805,0.165516574849075
160299,0.156084499258609
311805,2.99348262764745e-09
346633,0.252217662329637
232215,0.100309798138658
100853,2.19470211629925e-09
376425,0.371016594629458
271891,3.6926072642637e-09
338185,7.69652348857026e-09
58094,0.461484226277202
277657,2.77469370544032e-09
156049,0.999999998590932
268573,0.263737464190387
215614,0.284548252094417
318421,0.149410055890406
66268,9.43148259062825e-10
36058,0.624790835110793
204900,0.0700889135932773
113195,0.0607468943916466
100748,1.78687206327659e-09
288958,0.0865804908156719
65812,0.107849766709771
309391,4.49581377718254e-09
258035,0.317936131278536
270255,3.21312516729621e-09
43859,2.55220580805983e-09
320899,1.01339843594125e-09
34396,0.999999994665373
81120,0.193891908406428
109015,3.85685718291254e-09
243587,5.40593500298742e-09
202384,0.297971202663003
134890,0.201319221252806
218773,3.21761662203909e-09
120539,0.12397573142137
336867,0.480425938751647
345279,0.0507977997029005
11770,2.66357698519162e-09
315069,0.122075108435428
375162,1.39840165408546e-09
296175,0.0987213007676291
289847,0.363011475166334
257948,1.49737029103176e-09
391212,0.110854991865847
184528,2.76719230892823e-09
329048,1.9915158030916e-09
191568,0.999999996937427
390144,0.139812048952678
118012,0.259827413595299
14925,0.999999998346239
7194,0.248308362334355
88350,0.114644913632399
361017,1.12614555693067e-09
13736,0.308314050004684
338684,2.94417946552174e-09
114321,0.247572118451474
9484,8.70673765692458e-09
157232,2.45516547960559e-09
64277,3.2519660014375e-09
197879,1.99578793811935e-09
269663,4.88721727855809e-09
38800,0.999999996979157
298907,0.226871648817224
143207,0.18849024109352
305556,0.141961405310246
334978,0.308056888518069
115510,1.42817534085468e-09
229743,0.20645171926378
179423,0.253407656629754
17328,0.2340694679282
260823,9.3591627473396e-09
349155,0.433419304190486
139521,0.158559349763707
281916,0.289236133132794
25856,2.89681043185556e-09
222236,0.999999995708033
373584,0.153822786360677
176645,0.0549907578946421
275371,0.216262007760147
389004,2.15178939958772e-09
287204,0.19630329227736
46392,0.341373881045352
377030,0.352860154239561
33566,0.271279115156129
83341,0.397173523578035
77131,0.999999996750879
322024,0.273919976454738
249767,4.1250267232813e-09
227575,0.291762634908861
172022,0.091507363149861
380140,0.507214106099667
286273,2.65774800884306e-09
185537,0.999999990724237
305700,0.405730661097747
367183,2.30537032987897e-09
52735,3.68963944494095e-09
98042,0.205107781131848
66450,0.999999996515363
92495,0.204439953001
142117,0.309251902352619
316694,4.31925150616194e-09
307691,0.264241625301463
300358,0.440897408510821
377122,3.43990356232183e-09
314154,0.185656231545056
155625,0.258397084102979
232355,0.999999994413363
249820,0.271305380073002
76696,0.0705772984602782
201988,0.304395963731491
26577,0.119050895847316
248223,0.288300787846095
94590,0.258016409437638
325159,0.1291394464435
307551,0.199279879854932
200946,0.367157911807115
194106,8.40914787939835e-10
125612,2.34467935544474e-09
195315,0.446019973371944
172365,0.108701436403209
367698,0.316550331532541
14912,6.59047189919384e-09
197268,1.28118226005852e-08
308845,1.55130123492279e-09
360691,0.458059792584856
119357,0.134872990678291
33174,6.41603170479283e-10
310425,0.197651457085607
178353,0.99999999326134
395386,0.241674856788418
336839,0.299641806356733
227965,2.94220657406376e-09
170875,4.35045946913707e-09
238481,0.176548531812856
118946,0.137586851752272
375524,0.480041781629534
56702,0.138393048232838
204337,0.0950367334926808
238155,0.124394048919602
230294,6.56429466878038e-09
156485,0.252318018838584
197557,5.86240975474816e-09
146848,2.30926801265618e-09
208542,1.27012826485356e-09
156316,1.17352853336083e-09
246029,1.00204554991008e-09
179538,0.207152643844122
117335,0.999999997412858
76624,0.173755726065724
223961,5.88489213296656e-09
72391,7.84182123590664e-09
393918,0.186463228084412
36778,0.999999996173278
343689,1.35256004317762e-09
233419,0.999999999003653
53171,7.20008038144073e-09
311803,0.158522864617173
235922,0.0655196301784698
51965,0.262079647769468
44553,0.254999537998235
362587,1.05872489349942e-09
129128,0.111850514984525
364585,0.0738283457394974
266582,0.183479660093866
246804,1.23753243256315e-09
354075,4.07179354773216e-09
81631,0.999999998442966
42496,6.02778653054201e-09
5717,0.103044302196363
385286,0.99999999907941
111674,5.39034420113944e-09
11274,1.11258664446536e-09
378436,4.77555224100893e-09
346182,5.79758882218593e-09
162696,3.7218944575801e-09
170364,0.195275783079412
8209,0.148781802449869
20678,0.190558381815873
354989,0.28249027693916
271042,3.46135923709861e-09
364740,1.17947562552027e-09
210437,1.95861710235912e-09
151889,0.238433347393696
284444,0.115147021766698
344852,1.79292503417086e-09
26407,0.386718262344154
298019,0.137514799792181
326649,1.42572980152084e-09
66303,0.126717598369511
52884,2.48393558763398e-09
295737,0.398801540084462
128798,0.0644211370002643
166742,0.226514134630805
133999,0.999999998179155
43548,0.9999999957072
298497,6.06722211615422e-09
94780,0.192139397211008
236676,0.999999996882434
112900,9.61436386583907e-09
254858,1.21886450534394e-09
373070,0.612500790614146
144140,0.24342214425902
260833,0.323783366077048
217244,0.207649072654843
284979,0.643846299487626
390386,0.26235892180607
366974,0.324425903925683
249500,0.248759594220789
284503,1.97155952262369e-09
160801,0.231127732022182
225447,0.12990581187713
365313,0.116924646282254
153079,0.106586909322005
165369,2.0482224145844e-09
152925,0.294213562053779
262500,0.590280636280186
159783,2.8154663695375e-09
296870,0.170940770301687
227883,0.269653977225331
82085,2.10728547607111e-09
328101,1.05406908678704e-09
315454,0.999999996669462
243057,0.107966245832273
63585,1.6685016134419e-09
197836,0.14924291789671
328509,0.176925668084363
192753,0.999999998564058
254578,0.144976438295537
4690,0.105656390230783
326191,0.190595155796117
249505,9.03982088530992e-10
21216,2.21792345844896e-09
364978,0.291302385316049
351245,2.92624365624452e-09
151815,0.258972226884945
125825,0.202906913480197
32245,0.184136807732919
168827,0.274806690780496
294665,0.116890373038529
99787,0.10006719111359
294796,0.418993772514484
113316,9.37547545679695e-09
50451,0.108156694719174
21598,0.234043940254021
30961,0.254717275106018
345814,0.437585576341824
352249,0.230181422200913
380837,6.58186262335868e-09
183575,9.13072043047248e-10
269936,0.314580429354205
258598,0.99999999837469
32968,3.02649567881162e-09
372628,0.0710383038236545
299387,0.271913873890404
373706,0.305778293572942
153546,0.345126947160038
170569,0.999999995143328
235382,2.04677186300729e-09
221811,0.131857585192275
79810,0.199830019745703
312309,0.644933185089444
254544,0.300406899507802
129821,0.172252983893447
49327,0.183395713459073
76445,0.598703930279417
65364,2.60967054170946e-09
208633,0.101943998812271
110570,3.75353804723777e-09
190450,0.999999996546383
291343,0.0644555113816336
335433,0.147914884845586
163709,2.36071653327479e-09
315664,0.259894158201976
339574,0.999999994300013
386801,0.999999997992303
233366,0.999999993179435
320065,0.273837595619888
257212,1.07494397787088e-08
118421,0.135049752414105
326094,0.276643455884305
