"id","default"
83086,0.634544969203848
322623,0.00674620570721545
295605,0.114550285050765
368396,0.114515467950692
49445,0.208598465498715
23942,0.00584703658776227
46241,0.165939571595567
360888,0.00797164322249774
124782,0.211521625361234
155146,0.14609120052719
32233,0.0115479688701834
11102,0.0362849279526958
168924,0.216079899168671
233435,0.190506714422971
23158,0.356280232122639
184762,0.997952614802869
310462,0.338192322783625
187267,0.998225980850067
100000,0.140603679723146
221392,0.30557316174447
277067,0.998022293602568
200065,0.0888607500680162
135237,0.361633077554694
116511,0.00527130970682011
321082,0.00788071035514724
197280,0.998230479512838
270993,0.314177150764655
332062,0.0801482077370939
48694,0.00471256146520595
210971,0.00725281786337654
184802,0.0272228797069365
78693,0.0109536191844049
198430,0.388595594190845
369003,0.00667841634780293
212263,0.296568054031418
81246,0.258931181732274
270473,0.305207275528007
270117,0.192705266010899
350633,0.998109271846139
144242,0.29898374574604
180403,0.998239430845896
206206,0.320654108127478
25999,0.0415954555116737
51920,0.148251185901514
34381,0.00849670006797745
79227,0.00384259775008409
90920,0.194512575480682
167413,0.327190836986161
347787,0.185928118015918
297826,0.331239181579759
173583,0.199043502651576
79843,0.0056319303148003
261052,0.00617447444435894
266824,0.00549937363928885
144252,0.0335089165143949
335493,0.389048198316628
365451,0.0117415997515987
204785,0.00282536130105902
314224,0.99832011150377
357498,0.102978030471237
87067,0.00711974397186976
162044,0.997450454671563
10936,0.998458975310919
199313,0.339953961393917
112839,0.209273850615198
295888,0.114988023382102
87438,0.338913275262483
225261,0.420417014143883
204490,0.313017747079165
78924,0.00652094154513945
395831,0.327478562429737
80426,0.288201606397449
291171,0.0055377192467609
258444,0.112142099252189
140876,0.379159260446124
222571,0.00623396997719763
5820,0.00585059141611215
251139,0.335248488310155
49616,0.26778308640204
273404,0.998402721392105
275213,0.120534704574005
13908,0.379967345489093
323460,0.343763925277909
272962,0.00775363057527253
244342,0.9983317734847
199027,0.00390777505960589
295317,0.0447852610279175
241178,0.104122345047226
192906,0.451369782856602
4786,0.00396603153097703
107339,0.998095742969982
24854,0.0220800921854187
271877,0.00335982600454314
101427,0.00960262984252144
389275,0.239159724828228
11580,0.247014969244805
176359,0.998069375639774
131994,0.192814526131649
333532,0.00251044663262071
301757,0.00390219002915176
348196,0.036960632081191
60797,0.00492876197641784
308127,0.0878765122226904
219757,0.0150150586903953
166724,0.0115722325096343
332661,0.00691106470778016
310805,0.109751649617078
160299,0.214890827142515
311805,0.010743762230104
346633,0.270714752029503
232215,0.123624689724854
100853,0.00772731518855074
376425,0.353942487420465
271891,0.00837264105404896
338185,0.0161263963550546
58094,0.412795918574537
277657,0.0052449379001749
156049,0.998807108300552
268573,0.312076633530714
215614,0.358474804479386
318421,0.133761131284637
66268,0.00492163607213573
36058,0.637198184597104
204900,0.0745645408919994
113195,0.0654435114344874
100748,0.00536290828217684
288958,0.0896265952355103
65812,0.122844741767113
309391,0.0125008658631138
258035,0.356255618649031
270255,0.00684640424607405
43859,0.00835484032508805
320899,0.00376877306070651
34396,0.997679975194603
81120,0.218127976169767
109015,0.00644272231281318
243587,0.017550899822321
202384,0.24690088656843
134890,0.160336835867885
218773,0.00474746208614236
120539,0.119831828596496
336867,0.608918648768479
345279,0.0501183473058149
11770,0.0083022662704546
315069,0.157604493430753
375162,0.00508535311160672
296175,0.0771484419925411
289847,0.259697376272847
257948,0.00774619657359139
391212,0.115298508626984
184528,0.00790330347493104
329048,0.00638513131501083
191568,0.997870777317472
390144,0.181123581697777
118012,0.314680325482978
14925,0.99822162150707
7194,0.300392237955891
88350,0.108237064196432
361017,0.00479256408033621
13736,0.241135271630236
338684,0.0052874625002906
114321,0.23975694786334
9484,0.0218737014313334
157232,0.00782342940929056
64277,0.00921203686018312
197879,0.00436593897598742
269663,0.0174190787995379
38800,0.997835523978699
298907,0.194901409869659
143207,0.143637724707096
305556,0.111720009696523
334978,0.261611158843982
115510,0.00495067910860146
229743,0.227152530285001
179423,0.245504958470031
17328,0.291550809572337
260823,0.0217404540313939
349155,0.511127310079875
139521,0.149186927761037
281916,0.377494214607164
25856,0.00799467765551644
222236,0.998071170309644
373584,0.175227385396439
176645,0.0535602057680953
275371,0.162735539370082
389004,0.00728730912109332
287204,0.163663495126133
46392,0.434255923314319
377030,0.357107851374725
33566,0.281272969963268
83341,0.337120604374031
77131,0.998123615223605
322024,0.218981438938243
249767,0.0094807042296348
227575,0.372874840757983
172022,0.100255652842234
380140,0.551328585704238
286273,0.00474293071513821
185537,0.997489940168222
305700,0.44646468835192
367183,0.0052584709894735
52735,0.0108709467920386
98042,0.154939884330474
66450,0.998405014305946
92495,0.182405059499822
142117,0.338327086551603
316694,0.0154523501960787
307691,0.306644656800573
300358,0.374513408566163
377122,0.00783321013713989
314154,0.276830106622074
155625,0.234082008499259
232355,0.99817868686829
249820,0.279759709990832
76696,0.0829977582584434
201988,0.212360967145515
26577,0.122277640894843
248223,0.404680796061102
94590,0.1935793298556
325159,0.0601210220562651
307551,0.209221654415946
200946,0.355921665415661
194106,0.0041147675333396
125612,0.00743845097559531
195315,0.498962026745299
172365,0.0609061319603377
367698,0.264726519718539
14912,0.0185053112660842
197268,0.0255764420422456
308845,0.00488606547256154
360691,0.415978792708246
119357,0.131166916901938
33174,0.00400081162925004
310425,0.270677084987277
178353,0.997635596066029
395386,0.328424008832026
336839,0.320332524097493
227965,0.0104456733218937
170875,0.0108398092729851
238481,0.180034039171932
118946,0.121064836415181
375524,0.529604539721019
56702,0.131645153163786
204337,0.108984842446842
238155,0.0975569148223145
230294,0.0192045120829764
156485,0.245942030970797
197557,0.0118161023795426
146848,0.00528935412083609
208542,0.00540671496372133
156316,0.00460312750493623
246029,0.00483657706474618
179538,0.231753220822715
117335,0.997629328141702
76624,0.120852799874586
223961,0.0114463171937849
72391,0.0252355709784234
393918,0.193481026698293
36778,0.997763526064293
343689,0.00576976988246486
233419,0.998495134810602
53171,0.0165810088012828
311803,0.168610936380355
235922,0.057054477966299
51965,0.233986757263368
44553,0.264743278126956
362587,0.00479589392704298
129128,0.14868556648385
364585,0.0951978807774971
266582,0.200400401840001
246804,0.00220307594889473
354075,0.00998147555275173
81631,0.998037871189604
42496,0.0141172674551238
5717,0.0886780265136758
385286,0.998863890412337
111674,0.017681098557663
11274,0.00322479241522858
378436,0.00695105844207937
346182,0.0292633987735801
162696,0.0103041133198844
170364,0.174183760749048
8209,0.141916303425597
20678,0.157218017732669
354989,0.303427855632723
271042,0.00838940064625092
364740,0.00453876975718418
210437,0.00305086489205902
151889,0.18619186534649
284444,0.0819237523893209
344852,0.00924579194744729
26407,0.406733000591784
298019,0.105246790367504
326649,0.00285791111992502
66303,0.0989708233811834
52884,0.00525501225062498
295737,0.408886168492272
128798,0.0593805347725104
166742,0.170262151272109
133999,0.998133873349237
43548,0.998342104581088
298497,0.014252293128929
94780,0.212624652753985
236676,0.997985050817152
112900,0.0182699502443003
254858,0.00514824231559502
373070,0.614710296224474
144140,0.316849328253395
260833,0.363014194835739
217244,0.276988302723183
284979,0.390629253317623
390386,0.302483933520141
366974,0.341257817293515
249500,0.309293386929424
284503,0.00768086999123563
160801,0.30396469625612
225447,0.123583629466948
365313,0.133052497448676
153079,0.0908233642784368
165369,0.00726490092288013
152925,0.29065322729604
262500,0.386403225788426
159783,0.0073466419494934
296870,0.181375141540928
227883,0.291082553379718
82085,0.00974582408079133
328101,0.00372694380692685
315454,0.998241034938933
243057,0.145708997162459
63585,0.00466027318231058
197836,0.104422141567203
328509,0.200935875294977
192753,0.998628893993964
254578,0.190900080049644
4690,0.0601230141748707
326191,0.151986318496848
249505,0.00396869177280834
21216,0.00590079457197422
364978,0.314286342578635
351245,0.00652497043861157
151815,0.315856378992466
125825,0.196205532289428
32245,0.140478510436429
168827,0.352482373501171
294665,0.151053526545128
99787,0.0718587462320915
294796,0.434826591066476
113316,0.0204640599792175
50451,0.131440965421034
21598,0.184311099724033
30961,0.140928210374013
345814,0.386508473478878
352249,0.132802966724739
380837,0.0173547767600524
183575,0.00510437315230471
269936,0.238641670758028
258598,0.998661867613784
32968,0.00628292274605555
372628,0.0328056593234483
299387,0.262999071224382
373706,0.309096444212883
153546,0.360270645524886
170569,0.997440088888169
235382,0.00660709967447655
221811,0.169564074819224
79810,0.205409280739094
312309,0.504978992762882
254544,0.352396624929963
129821,0.281329087088264
49327,0.144010652800623
76445,0.569379260266643
65364,0.00825314803887222
208633,0.0973521760316464
110570,0.00743363593244316
190450,0.998412687360807
291343,0.0951558425701145
335433,0.0911409232568872
163709,0.00567749446487772
315664,0.241229926917602
339574,0.997312210044585
386801,0.998054222725001
233366,0.997380109050683
320065,0.241388042733455
257212,0.0183826608038697
118421,0.159343629285471
326094,0.264845797450824
295751,0.548972899445754
96786,0.306840668974748
38050,0.037753006986746
370563,0.0661750887762198
366554,0.398736703720995
310830,0.139070955090116
232891,0.332122852333787
302430,0.0732441994420359
95794,0.153566763197106
58888,0.00474205296486076
379390,0.229963280268764
272786,0.133201979719464
100305,0.312808372978531
373443,0.610250976928967
328887,0.0585788994203825
275627,0.24696683255289
19262,0.211613638743253
29703,0.998047997617878
219212,0.305595984403334
326114,0.144308666060526
106868,0.0427045559665425
255222,0.0480731360654039
347976,0.0509394991416074
313908,0.109297983336344
324182,0.997561241567298
321643,0.0190089137478381
116900,0.183164387708333
113588,0.00525013332319865
43087,0.41072321082415
7793,0.222682354843943
240924,0.239555550753296
28842,0.172285532476822
272104,0.348411087776253
273685,0.00847178405583791
310824,0.186100297884885
154942,0.0123982193638077
132838,0.00473777889706303
147665,0.136109744550565
71683,0.00462075243546188
373886,0.00788169342178202
94140,0.0208329410215432
358939,0.0122368276567881
162025,0.0129425032719791
181420,0.00851252711339582
251407,0.00598107413459322
143809,0.00578008880363206
111192,0.00629135171923311
20414,0.310631301948125
73515,0.0676143465459086
292712,0.00503843032630086
347064,0.399028187689743
30146,0.996550573091504
37362,0.164747908672493
132139,0.129331665247571
83277,0.145431231311249
125696,0.192184486637569
79495,0.0199778486168856
51813,0.275386068558926
24834,0.304246092852437
284573,0.183043172807951
31629,0.247989678546577
106672,0.283182254737364
204628,0.998398335090286
131189,0.0150018102080751
309900,0.467523817785943
221411,0.012583005269023
7533,0.997748955221058
365032,0.00641165581548723
26514,0.998170149085219
347111,0.201872305805176
111723,0.295370302644393
238894,0.485103286173091
319597,0.143147096624256
94625,0.007208708700681
373325,0.173917983555209
253864,0.00549220198375698
212867,0.512413011268114
134167,0.100287807234548
115286,0.0105515452495531
180615,0.092806489598266
310449,0.416491565075247
113232,0.997486496729086
135577,0.00747339587945796
341846,0.00622629025906741
131854,0.998013299364207
161314,0.0109551231980281
239712,0.00529491952784633
37269,0.00915512339943326
272131,0.275563156303758
303294,0.369470157325205
295297,0.0239927431135046
276579,0.00677278108461508
383148,0.169247668637657
261750,0.0120826700823703
100114,0.594454856002403
258332,0.00193791471352665
113979,0.218452391621927
314391,0.179620462765124
334950,0.232565265875591
201193,0.405238374810014
190435,0.0198144224533279
115916,0.143022284264388
297500,0.242757190082353
95869,0.998595762518488
357944,0.101313365359206
116094,0.275571105897396
380108,0.0696799046831457
131856,0.278995360113427
298640,0.184492679444697
68507,0.00772295752822554
198866,0.0915602268458329
9717,0.0151936419846378
186487,0.262506804391009
293455,0.998276634172931
371846,0.271996700143285
321736,0.00850136506748879
257778,0.00773277211482616
259631,0.0849393871892978
50197,0.37523137582918
383227,0.998253337796309
81813,0.518516274779419
232647,0.998598101468856
68972,0.218866190028625
81214,0.997373127721818
186093,0.0385252315515044
275678,0.00451044406107066
129813,0.610219368526768
208160,0.444049165999665
381972,0.431151856245869
229297,0.497996432294756
335024,0.00749177999343584
104086,0.157508373860104
59487,0.00400970010800145
391195,0.0131277789748616
394238,0.00846501756765721
48995,0.00907782144616261
183572,0.0143507573020425
4931,0.222239709819149
252745,0.285784405766587
288794,0.00714048603760522
382529,0.0633764517952223
183891,0.0206334171545082
125560,0.998440748326535
